,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
1114,408874.0,1,2364,7.33d,Myth Avenue Gaming,Team Bright,Undyne_,once.,imitator,Irving,phoenix,xsilearn,poloson,zeal,mizu,Vincenzo,Undying,Medusa,Lion,Doom,Tiny,Snapfire,Enigma,Pangolier,Drow Ranger,Venomancer,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,51.53,51.29,49.05,48.03,44.67,45.01,49.24,44.17,50.31,52.74,0.99,-0.17,0.47,0.32,0.07,0.8,-2.72,1.42,-0.91,-1.07,-0.0,-0.16,0.32,0.22,0.88,-0.42,-0.52,-1.49,-0.57,0.47,0.08,-0.41,-0.33,-1.31,0.8
1115,408875.1,1,1664,7.33d,Myth Avenue Gaming,Big brain,Vincenzo,mizu,zeal,poloson,xsilearn,TK,csj,Outside,God King,Sakata,Techies,Medusa,Axe,Skywrath Mage,Batrider,Enchantress,Snapfire,Elder Titan,Sniper,Mars,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,49.01,51.29,53.40,50.21,44.60,45.74,45.01,50.26,49.99,47.17,0.43,0.2,-0.05,-0.69,1.09,-1.02,0.8,-1.83,2.15,-0.37,-1.75,0.1,-1.52,-2.38,-0.05,0.38,0.13,-1.13,-0.32,0.19,-1.06,0.1,0.7,-2.32,1.05
1116,408875.0,0,3061,7.33d,Myth Avenue Gaming,Big brain,Outside,TK,csj,Sakata,God King,zeal,poloson,Vincenzo,xsilearn,mizu,Undying,Rubick,Bloodseeker,Snapfire,Phantom Lancer,Enigma,Slark,Lich,Templar Assassin,Juggernaut,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,51.53,44.33,49.05,45.01,53.14,49.24,49.88,51.37,46.01,50.63,-0.17,0.59,-1.09,-0.26,0.55,-2.87,-0.01,-0.92,1.66,0.13,-1.65,-2.07,-0.07,0.44,1.69,0.3,-1.36,-0.52,0.82,-0.07,1.37,0.2,-0.77,-4.58,0.9
1117,408876.1,0,1394,7.33d,Myth Avenue Gaming,Team Disillusion,RanFuDao,AYUNi D,Eren,"L'enfer, c'est les autres",Small.Kk,Vincenzo,xsilearn,zeal,poloson,mizu,Skywrath Mage,Primal Beast,Rubick,Bloodseeker,Slark,Techies,Batrider,Dark Seer,Clockwerk,Naga Siren,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,50.21,47.92,44.33,49.05,49.88,49.01,44.60,52.87,49.80,48.37,-0.25,1.5,0.48,-0.24,0.84,-0.5,-0.38,-0.8,2.08,0.03,0.6,0.97,-1.06,0.57,-1.25,0.49,0.07,-1.42,2.0,-0.67,2.85,1.17,-1.23,1.8,1.82
1118,408876.0,0,3832,7.33d,Myth Avenue Gaming,Team Disillusion,Small.Kk,"L'enfer, c'est les autres",RanFuDao,AYUNi D,Eren,Vincenzo,mizu,zeal,poloson,xsilearn,Beastmaster,Morphling,Warlock,Windranger,Spirit Breaker,Undying,Medusa,Enigma,Lion,Mars,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,45.96,45.84,52.41,46.30,48.82,51.53,51.29,49.24,49.05,47.17,1.13,-9.73,0.83,-0.59,0.95,-0.97,-0.16,0.26,1.95,0.79,-0.15,-0.83,-1.38,-0.95,-0.72,-0.49,-1.71,0.26,0.49,2.61,-0.28,0.78,1.4,0.12,2.82
1119,408877.1,0,1942,7.33d,Myth Avenue Gaming,iG Vitality,ponyo,yq,omoxiloyi,ukiyo,ButterflyEffect,Vincenzo,mizu,xsilearn,poloson,zeal,Techies,Broodmother,Lion,Lifestealer,Zeus,Undying,Naga Siren,Mars,Snapfire,Enigma,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,49.01,43.44,49.05,50.15,51.59,51.53,48.37,47.17,45.01,49.24,0.03,-1.49,1.09,0.2,1.48,-1.91,2.68,0.75,0.89,0.45,-0.05,-2.72,1.1,-0.0,-0.16,-0.76,-0.83,-1.97,-1.03,3.54,1.15,0.01,1.44,1.31,-0.34
1120,408877.0,0,2812,7.33d,Myth Avenue Gaming,iG Vitality,ButterflyEffect,omoxiloyi,ponyo,ukiyo,yq,Vincenzo,mizu,xsilearn,poloson,zeal,Snapfire,Spirit Breaker,Shadow Demon,Slark,Broodmother,Undying,Medusa,Batrider,Enchantress,Enigma,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,45.01,48.82,45.35,49.88,43.44,51.53,51.29,44.60,45.74,49.24,-0.99,-0.8,-0.1,-0.13,0.3,-0.28,0.78,1.56,1.83,1.4,1.59,-3.24,-0.38,0.85,1.47,-0.59,-2.29,1.17,1.17,1.21,-1.91,1.48,1.65,-0.47,0.45
1121,408878.1,1,1648,7.33d,Holy Grail,Team Bright,Irving,phoenix,Undyne_,imitator,once.,SJ,dolem,Drink,GaN,shylock,Doom,Queen of Pain,Shadow Demon,Disruptor,Faceless Void,Clockwerk,Batrider,Skywrath Mage,Ember Spirit,Lone Druid,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,48.03,48.59,45.35,49.61,51.15,49.80,44.60,50.21,49.78,54.94,0.11,0.18,-0.04,-0.6,0.49,-1.64,-2.09,1.12,2.46,0.44,-0.27,-0.38,-2.55,1.83,3.09,-0.16,-0.9,-0.28,-1.19,2.52,-0.22,0.06,1.5,0.44,3.29
1122,408878.0,1,2044,7.33d,Holy Grail,Team Bright,SJ,shylock,dolem,Drink,GaN,Irving,imitator,Undyne_,phoenix,once.,Pugna,Naga Siren,Ember Spirit,Mirana,Batrider,Enigma,Clockwerk,Lion,Necrophos,Juggernaut,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,48.29,48.37,49.78,47.84,44.60,49.24,49.80,49.05,51.09,50.63,1.39,0.51,0.07,-2.72,0.01,1.08,-0.92,2.72,3.36,1.63,-0.04,-1.59,-1.31,0.14,1.27,0.29,-0.08,0.16,0.2,-0.38,-0.62,-2.59,-1.23,-3.28,-0.91
1123,408879.1,0,1657,7.33d,Holy Grail,Big brain,Tz.,God King,Sakata,Killa,csj,SJ,Drink,dolem,shylock,GaN,Enigma,Broodmother,Ember Spirit,Keeper of the Light,Lycan,Silencer,Rubick,Beastmaster,Gyrocopter,Earthshaker,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,49.24,43.44,49.78,45.82,47.55,54.12,44.33,45.96,49.11,49.70,0.32,2.87,-0.83,0.35,-0.09,-2.91,0.37,4.34,-0.48,3.92,-0.27,-1.71,-0.43,-0.07,-0.23,-1.49,-0.61,-3.04,-0.62,-0.1,-3.56,1.95,1.54,0.74,4.93
1124,408879.0,0,2030,7.33d,Holy Grail,Big brain,Drink,GaN,SJ,dolem,shylock,Sakata,Tz.,Killa,csj,God King,Clockwerk,Ember Spirit,Skywrath Mage,Batrider,Alchemist,Snapfire,Undying,Dark Willow,Legion Commander,Terrorblade,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,49.80,49.78,50.21,44.60,46.43,45.01,51.53,47.51,50.36,43.93,0.91,0.67,0.02,-1.04,1.38,-0.1,-1.84,1.15,-0.92,-1.6,0.13,-0.08,0.37,0.23,-0.01,0.1,0.3,0.69,-0.8,-1.52,-0.16,-0.87,-0.46,-0.3,0.72
1125,408880.1,0,2735,7.33c,Holy Grail,Team Disillusion,Drink,dolem,SJ,GaN,shylock,RanFuDao,Small.Kk,"L'enfer, c'est les autres",Eren,AYUNi D,Shadow Demon,Beastmaster,Io,Leshrac,Faceless Void,Undying,Queen of Pain,Templar Assassin,Rubick,Primal Beast,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,45.35,45.96,49.98,48.24,51.15,51.53,48.59,46.01,44.33,47.92,1.59,1.29,-0.98,-0.72,-0.04,1.13,1.6,0.04,2.48,-0.42,0.41,0.84,-0.24,0.53,-0.04,2.5,1.05,1.37,-0.82,-1.6,-1.43,-2.03,0.12,0.45,-2.99
1126,408880.0,0,2460,7.33c,Holy Grail,Team Disillusion,SJ,GaN,dolem,Drink,shylock,Eren,Small.Kk,RanFuDao,"L'enfer, c'est les autres",AYUNi D,Pugna,Puck,Tidehunter,Dark Willow,Alchemist,Spirit Breaker,Storm Spirit,Skywrath Mage,Juggernaut,Timbersaw,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,48.29,46.56,50.53,47.51,46.43,48.82,46.16,50.21,50.63,53.35,0.72,-1.02,-0.97,0.01,-2.8,-1.22,-1.45,-0.0,-0.29,-0.92,-0.97,-1.09,-1.7,2.06,2.1,-2.09,0.15,-0.37,0.79,-0.42,0.07,-0.18,-0.11,0.08,1.97
1127,408881.1,1,1988,7.33d,Holy Grail,iG Vitality,SJ,Drink,dolem,shylock,GaN,omoxiloyi,God7,DoDo,ukiyo,ButterflyEffect,Silencer,Dark Willow,Batrider,Templar Assassin,Leshrac,Spirit Breaker,Timbersaw,Disruptor,Naga Siren,Vengeful Spirit,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,54.12,47.51,44.60,46.01,48.24,48.82,53.35,49.61,48.37,53.03,0.82,-3.97,1.18,3.33,0.04,-2.09,-0.42,-0.51,3.21,-1.06,-1.56,1.23,0.9,-3.11,0.7,-0.5,-2.09,-0.69,2.02,-0.56,-1.06,-0.57,1.11,-7.29,-0.42
1128,408881.0,1,2333,7.33d,Holy Grail,iG Vitality,Drink,shylock,SJ,GaN,dolem,omoxiloyi,God7,DoDo,ButterflyEffect,ukiyo,Clockwerk,Terrorblade,Silencer,Batrider,Earthshaker,Pugna,Timbersaw,Snapfire,Storm Spirit,Faceless Void,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,49.80,43.93,54.12,44.60,49.70,48.29,53.35,45.01,46.16,51.15,-0.51,-0.16,0.91,0.77,0.22,-0.42,2.39,1.47,0.56,0.26,-0.15,-3.97,-0.07,-2.22,-1.14,-1.17,1.23,0.1,2.1,-0.06,-1.19,-0.28,-0.1,-0.51,-0.21
1129,408882.1,1,1950,7.33d,Team Bright,Big brain,once.,phoenix,Irving,imitator,Undyne_,TK,csj,Outside,Sakata,God King,Tiny,Pangolier,Snapfire,Batrider,Silencer,Rubick,Mars,Clockwerk,Void Spirit,Bloodseeker,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,44.67,44.17,45.01,44.60,54.12,44.33,47.17,49.80,50.07,49.05,-0.28,0.4,0.91,-1.3,0.0,-1.05,-0.06,-1.0,-1.19,2.79,-0.19,0.5,-0.91,0.51,0.72,-0.97,1.05,-2.59,0.25,-0.07,1.27,0.28,0.63,1.13,0.46
1130,408882.0,1,1851,7.33d,Team Bright,Big brain,csj,TK,Outside,God King,Sakata,once.,imitator,Undyne_,Irving,phoenix,Timbersaw,Rubick,Lich,Phantom Lancer,Storm Spirit,Shadow Fiend,Clockwerk,Silencer,Dark Seer,Primal Beast,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,53.35,44.33,51.37,53.14,46.16,48.49,49.80,54.12,52.87,47.92,1.25,0.16,3.97,-1.23,0.52,-0.34,0.57,-1.27,-1.06,0.39,-0.13,0.27,0.63,0.8,-0.08,-1.79,-2.28,-2.92,4.05,-0.52,0.53,-0.77,2.22,0.38,-0.89
1131,408883.1,1,1576,7.33c,Team Bright,Team Disillusion,Undyne_,once.,imitator,blessing,Irving,RanFuDao,Eren,AYUNi D,Small.Kk,"L'enfer, c'est les autres",Undying,Templar Assassin,Keeper of the Light,Pangolier,Tidehunter,Spirit Breaker,Skywrath Mage,Primal Beast,Storm Spirit,Razor,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,51.53,46.01,45.82,44.17,50.53,48.82,50.21,47.92,46.16,48.59,0.28,0.08,-1.16,0.27,-0.28,-0.5,-1.77,-0.13,0.33,0.81,-0.22,0.68,-1.3,2.54,-1.42,-0.71,-0.25,-0.55,-0.42,1.25,-0.97,-1.7,-0.04,-1.09,2.68
1132,408883.0,1,1467,7.33c,Team Bright,Team Disillusion,Eren,AYUNi D,"L'enfer, c'est les autres",RanFuDao,Small.Kk,Undyne_,imitator,Irving,once.,blessing,Spirit Breaker,Batrider,Razor,Tusk,Dark Seer,Undying,Techies,Tidehunter,Terrorblade,Storm Spirit,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,48.82,44.60,48.59,46.45,52.87,51.53,49.01,50.53,43.93,46.16,-0.28,0.07,0.97,-0.99,0.22,0.3,-0.77,-0.07,-1.52,2.1,0.28,1.61,-2.68,0.7,1.35,0.54,0.79,-0.48,2.17,1.21,-0.22,-0.14,-1.41,-2.29,-0.38
1133,408884.1,1,2034,7.33c,Team Bright,iG Vitality,Undyne_,once.,imitator,blessing,Irving,TZY,ukiyo,ponyo,ButterflyEffect,omoxiloyi,Clockwerk,Shadow Fiend,Lion,Pangolier,Underlord,Doom,Medusa,Pugna,Storm Spirit,Spirit Breaker,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,49.80,48.49,49.05,44.17,50.72,48.03,51.29,48.29,46.16,48.82,-0.11,-2.48,-0.51,0.77,-2.71,0.26,2.2,-0.74,-0.53,1.26,1.51,0.69,-0.07,-0.87,-0.12,1.49,-1.42,-1.47,-0.42,-0.71,0.61,-2.55,0.97,-1.53,-3.59
1134,408884.0,0,2072,7.33c,Team Bright,iG Vitality,ukiyo,omoxiloyi,ponyo,ButterflyEffect,TZY,Undyne_,Irving,blessing,imitator,once.,Morphling,Spirit Breaker,Enchantress,Ember Spirit,Underlord,Undying,Tidehunter,Puck,Dark Willow,Medusa,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,45.84,48.82,45.74,49.78,50.72,51.53,50.53,46.56,47.51,51.29,-0.97,1.0,0.82,-0.08,-0.16,-0.28,0.97,1.22,2.09,0.78,-1.96,-0.54,0.08,0.67,1.02,-1.84,0.2,-1.18,1.15,0.22,-0.22,-0.87,-1.3,-0.49,-2.55
1135,408885.1,0,1567,7.33d,Big brain,Team Disillusion,Tz.,God King,Killa,csj,Sakata,Django,RanFuDao,AYUNi D,"L'enfer, c'est les autres",Small.Kk,Io,Leshrac,Clockwerk,Mars,Snapfire,Pugna,Keeper of the Light,Pudge,Terrorblade,Windranger,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,49.98,48.24,49.80,47.17,45.01,48.29,45.82,49.84,43.93,46.30,-0.81,1.28,0.24,2.13,1.49,-0.44,-0.4,-0.63,-0.07,1.77,-0.51,0.13,-1.25,1.38,-1.75,1.02,0.81,-1.34,0.59,-2.61,-1.01,-0.05,-0.55,-1.47,0.82
1136,408885.0,1,2270,7.33d,Big brain,Team Disillusion,Tz.,csj,Killa,God King,Sakata,Django,AYUNi D,RanFuDao,"L'enfer, c'est les autres",Small.Kk,Rubick,Enigma,Spirit Breaker,Monkey King,Queen of Pain,Techies,Primal Beast,Undying,Troll Warlord,Viper,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,44.33,49.24,48.82,45.58,48.59,49.01,47.92,51.53,51.74,53.65,0.6,0.39,-0.69,0.63,0.03,-1.48,-0.33,0.17,0.2,-0.51,0.07,0.55,-0.28,-0.63,0.56,1.77,-0.76,-0.73,1.18,1.56,-0.62,-2.08,-0.45,-0.34,0.41
1137,408886.1,0,1478,7.33d,Big brain,iG Vitality,TZY,ukiyo,omoxiloyi,ponyo,ButterflyEffect,Outside,Sakata,TK,God King,csj,Doom,Morphling,Shadow Demon,Disruptor,Storm Spirit,Clockwerk,Snapfire,Mirana,Drow Ranger,Lycan,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,48.03,45.84,45.35,49.61,46.16,49.80,45.01,47.84,50.31,47.55,0.11,-0.42,-0.4,-0.57,0.06,-1.08,0.07,0.79,0.39,0.53,-0.27,-0.81,-1.01,-0.8,2.11,-0.16,-0.2,-0.57,-0.09,1.56,-0.77,0.02,0.11,-1.67,-1.32
1138,408886.0,1,1980,7.33d,Big brain,iG Vitality,Outside,God King,TK,csj,Sakata,ButterflyEffect,ukiyo,ponyo,omoxiloyi,TZY,Undying,Anti-Mage,Mirana,Mars,Snapfire,Timbersaw,Morphling,Enchantress,Spirit Breaker,Axe,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,51.53,52.12,47.84,47.17,45.01,53.35,45.84,45.74,48.82,53.40,1.12,0.97,1.96,0.28,0.31,0.19,-2.34,1.68,1.74,2.67,-1.1,-0.79,0.39,-0.41,1.38,-0.65,-0.79,-1.31,-2.82,0.05,0.03,-0.07,-0.13,-0.88,-0.1
1139,408887.1,1,1819,7.33c,Team Disillusion,iG Vitality,"L'enfer, c'est les autres",RanFuDao,Eren,AYUNi D,Small.Kk,TZY,omoxiloyi,ponyo,ukiyo,ButterflyEffect,Morphling,Elder Titan,Rubick,Primal Beast,Medusa,Broodmother,Lion,Lich,Naga Siren,Snapfire,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,45.84,50.26,44.33,47.92,51.29,43.44,49.05,51.37,48.37,45.01,0.66,1.95,0.28,1.11,0.07,1.28,1.31,0.7,-2.81,-1.0,-0.37,-1.25,-0.92,-1.25,0.19,-0.61,1.71,0.08,0.03,-0.05,-1.48,-0.69,0.46,-3.56,0.8
1140,408887.0,1,1488,7.33c,Team Disillusion,iG Vitality,TZY,omoxiloyi,ButterflyEffect,ponyo,ukiyo,RanFuDao,AYUNi D,Eren,Small.Kk,"L'enfer, c'est les autres",Timbersaw,Pugna,Queen of Pain,Spirit Breaker,Templar Assassin,Undying,Batrider,Monkey King,Visage,Luna,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,53.35,48.29,48.59,48.82,46.01,51.53,44.60,45.58,48.94,49.78,-1.12,-1.23,-0.67,-1.71,0.43,-0.19,1.17,-0.39,1.28,-0.14,-0.45,-2.09,-1.39,-1.49,-0.46,-0.28,1.56,1.04,0.48,-0.1,0.26,3.83,0.12,2.31,0.69
1141,408888.1,0,2444,7.33d,Myth Avenue Gaming,Holy Grail,Drink,SJ,GaN,dolem,shylock,poloson,mizu,xsilearn,Vincenzo,zeal,Batrider,Silencer,Pangolier,Underlord,Alchemist,Techies,Naga Siren,Puck,Disruptor,Slark,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,44.60,54.12,44.17,50.72,46.43,49.01,48.37,46.56,49.61,49.88,-0.77,-3.11,0.5,0.9,-1.17,-0.15,3.33,-0.88,1.18,0.83,0.51,-2.09,1.65,-0.69,-1.74,0.05,-5.56,-1.3,0.08,1.36,0.74,-0.16,-1.83,-0.61,1.39
1142,408888.0,0,2505,7.33d,Myth Avenue Gaming,Holy Grail,GaN,Drink,shylock,SJ,dolem,poloson,xsilearn,Vincenzo,zeal,mizu,Batrider,Skywrath Mage,Bloodseeker,Oracle,Doom,Techies,Ember Spirit,Silencer,Broodmother,Anti-Mage,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,44.60,50.21,49.05,53.13,48.03,49.01,49.78,54.12,43.44,52.12,-0.77,-0.52,-1.32,-1.65,-1.34,-0.25,-0.36,0.3,1.88,1.44,0.49,1.33,-0.46,-1.43,-3.21,-0.73,-0.95,-0.91,2.35,3.21,0.21,-0.6,-0.51,0.83,1.08
1143,408889.2,1,2031,7.33d,Army Geniuses,Team Bright,Yowe,inYourdreaM,Varizh,Jhocam,db-,Irving,imitator,Undyne_,once.,phoenix,Snapfire,Medusa,Elder Titan,Earth Spirit,Io,Beastmaster,Lion,Shadow Demon,Morphling,Windranger,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,45.01,51.29,50.26,46.32,49.98,45.96,49.05,45.35,45.84,46.30,-1.02,0.0,0.81,-0.07,0.82,9.73,-0.69,3.24,0.16,1.71,-1.48,1.31,1.2,-2.12,2.33,0.27,0.43,-1.63,-0.87,-1.2,-0.73,0.95,-2.31,0.24,1.49
1144,408889.1,1,1695,7.33d,Army Geniuses,Team Bright,db-,Jhocam,Yowe,Varizh,inYourdreaM,Undyne_,phoenix,imitator,Irving,once.,Snapfire,Clockwerk,Templar Assassin,Enchantress,Lycan,Lion,Windranger,Spirit Breaker,Dark Seer,Sven,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,45.01,49.80,46.01,45.74,47.55,49.05,46.30,48.82,52.87,50.2,0.0,0.82,-0.88,-0.03,1.09,0.17,-1.75,-2.71,-0.36,-0.9,-0.8,1.45,-0.5,3.48,-1.47,-0.55,0.28,-1.83,-1.5,-0.82,-0.56,2.37,1.5,1.67,3.22
1145,408889.0,0,2343,7.33d,Army Geniuses,Team Bright,Varizh,inYourdreaM,Jhocam,db-,Yowe,imitator,phoenix,Undyne_,once.,Irving,Elder Titan,Medusa,Tusk,Visage,Storm Spirit,Clockwerk,Snapfire,Disruptor,Naga Siren,Lycan,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,50.26,51.29,46.45,48.94,46.16,49.80,45.01,49.61,48.37,47.55,-0.48,-1.0,-2.0,-2.81,-1.0,2.48,0.8,-0.13,-3.56,-1.26,-0.09,0.33,-0.35,1.02,-0.99,-1.01,0.22,-1.0,4.88,1.93,-0.77,0.02,1.81,0.7,-1.32
1146,408890.1,0,1875,7.33d,Myth Avenue Gaming,Army Geniuses,Yowe,inYourdreaM,Jhocam,Varizh,db-,xsilearn,poloson,Vincenzo,Krish,mizu,Storm Spirit,Medusa,Keeper of the Light,Rubick,Magnus,Leshrac,Shadow Demon,Elder Titan,Dark Seer,Naga Siren,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,46.16,51.29,45.82,44.33,47.33,48.24,45.35,50.26,52.87,48.37,0.46,-2.07,-1.72,0.38,0.7,-2.29,3.24,-1.83,4.6,-3.56,0.4,-1.13,1.19,-0.01,-0.44,0.82,0.72,0.91,-1.06,-1.25,1.98,-0.47,0.02,0.55,-1.44
1147,408890.0,0,2521,7.33d,Myth Avenue Gaming,Army Geniuses,Jhocam,db-,inYourdreaM,Varizh,Yowe,Krish,poloson,Vincenzo,mizu,xsilearn,Batrider,Snapfire,Lycan,Clockwerk,Huskar,Ember Spirit,Techies,Elder Titan,Phantom Lancer,Windranger,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,44.60,45.01,47.55,49.80,49.23,49.78,49.01,50.26,53.14,46.30,-0.52,-0.77,0.7,-1.19,1.22,0.1,-0.2,1.0,-0.83,0.82,2.25,1.99,1.0,1.49,2.37,1.59,-0.25,0.48,2.28,-1.75,-4.75,0.45,-0.59,2.19,2.46
1148,408891.2,1,1117,7.33d,Holy Grail,Big brain,Drink,GaN,SJ,shylock,dolem,Killa,Tz.,csj,Sakata,God King,Keeper of the Light,Ember Spirit,Disruptor,Lifestealer,Enigma,Mars,Clockwerk,Dark Willow,Monkey King,Terrorblade,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,45.82,49.78,49.61,50.15,49.24,47.17,49.80,47.51,45.58,43.93,-0.81,-0.13,-0.26,-0.54,-2.66,-1.0,-1.59,1.15,2.47,-1.6,-0.4,-0.16,0.51,0.27,0.73,-1.97,-0.45,0.08,1.85,1.18,-0.32,0.96,-0.52,-1.27,0.22
1149,408891.1,1,1681,7.33d,Holy Grail,Big brain,GaN,SJ,Drink,dolem,shylock,Killa,Tz.,God King,csj,Sakata,Batrider,Pugna,Rubick,Axe,Juggernaut,Timbersaw,Shadow Demon,Faceless Void,Tiny,Zeus,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,44.60,48.29,44.33,53.40,50.63,53.35,45.35,51.15,44.67,51.59,1.23,0.38,-0.06,0.13,-2.26,-2.8,-0.6,1.26,0.85,-0.53,0.38,0.72,-0.45,0.28,-0.69,3.27,-0.68,-0.88,-0.06,1.48,0.97,-0.02,0.77,-0.08,-2.08
1150,408891.0,1,2504,7.33d,Holy Grail,Big brain,Tz.,God King,csj,Killa,Sakata,Drink,SJ,dolem,shylock,GaN,Enchantress,Phantom Lancer,Mirana,Tidehunter,Storm Spirit,Batrider,Silencer,Beastmaster,Phantom Assassin,Tiny,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,45.74,53.14,47.84,50.53,46.16,44.60,54.12,45.96,43.34,44.67,1.06,-1.75,-1.5,1.59,-1.34,1.19,-2.92,2.65,3.16,0.64,1.66,-1.61,0.79,-0.5,0.24,0.07,-2.52,15.77,-0.54,0.94,-2.1,2.22,-0.29,-1.58,0.46
1151,408892.1,1,2859,7.33d,Team Bright,Neon Esports,Irving,phoenix,imitator,Undyne_,once.,khishka,Castaway,FortuneSoul,Ken,Raging Potato,Doom,Pangolier,Shadow Demon,Elder Titan,Terrorblade,Rubick,Venomancer,Bloodseeker,Puck,Legion Commander,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,48.03,44.17,45.35,50.26,43.93,44.33,52.74,49.05,46.56,50.36,0.57,0.47,-0.58,0.27,-1.97,-1.05,-0.48,2.79,1.65,0.02,-0.72,-1.12,-0.05,0.55,-1.97,-0.91,-0.18,0.36,0.66,0.52,-0.49,-1.71,0.07,-0.1,1.38
1152,408892.0,1,2290,7.33d,Team Bright,Neon Esports,Irving,phoenix,Undyne_,once.,imitator,Castaway,khishka,Ken,FortuneSoul,Raging Potato,Doom,Pangolier,Silencer,Faceless Void,Rubick,Enchantress,Clockwerk,Primal Beast,Wraith King,Dark Seer,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,48.03,44.17,54.12,51.15,44.33,45.74,49.80,47.92,52.44,52.87,1.05,0.11,-0.91,-1.25,-0.63,-0.63,-1.0,-0.55,-4.36,1.2,1.75,0.63,-0.38,2.83,-0.04,2.41,-0.22,-2.99,-0.07,-2.67,0.35,0.57,0.39,-1.88,-1.06
1153,408893.2,0,2732,7.33d,Holy Grail,Team Bright,Irving,once.,phoenix,Undyne_,imitator,SJ,Drink,GaN,shylock,dolem,Doom,Naga Siren,Storm Spirit,Silencer,Mirana,Clockwerk,Batrider,Ember Spirit,Medusa,Dark Seer,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,48.03,48.37,46.16,54.12,47.84,49.80,44.60,49.78,51.29,52.87,0.11,0.18,-0.6,0.74,-0.63,-0.92,3.11,1.61,3.56,4.3,-0.77,-2.1,0.73,2.3,0.38,0.63,1.32,0.27,0.9,-0.04,-0.08,1.66,0.65,-1.2,-1.08
1154,408893.1,0,2494,7.33d,Holy Grail,Team Bright,Irving,Undyne_,imitator,phoenix,once.,SJ,shylock,GaN,Drink,dolem,Enigma,Lion,Tiny,Queen of Pain,Monkey King,Clockwerk,Medusa,Snapfire,Shadow Demon,Legion Commander,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,49.24,49.05,44.67,48.59,45.58,49.80,51.29,45.01,45.35,50.36,0.96,2.72,-0.3,-1.47,0.43,-0.17,0.69,-0.0,0.24,-1.56,0.91,0.42,0.08,-0.7,-1.04,-1.64,1.85,-0.3,-1.29,2.48,-0.05,0.31,0.16,-0.97,-2.77
